PricingID,DestinationID,Season,Month,BaseCost,DynamicMultiplier,CurrencyCode,LastUpdated
1030,86,Low,10,39656,1.12,PKR,2026-05-12
1031,86,High,11,22377,0.96,PKR,2026-05-12
1032,86,Low,12,5002,0.99,PKR,2026-05-12
1033,87,High,1,29841,1.02,PKR,2026-05-12
1034,87,Low,2,24224,1.19,PKR,2026-05-12
1035,87,Medium,3,31989,0.9,PKR,2026-05-12
1036,87,Medium,4,47024,0.84,PKR,2026-05-12
1037,87,High,5,26722,0.8,PKR,2026-05-12
1038,87,High,6,9465,1.2,PKR,2026-05-12
1039,87,Medium,7,46006,0.87,PKR,2026-05-12
1040,87,Low,8,9927,0.95,PKR,2026-05-12
1041,87,Low,9,39220,1.03,PKR,2026-05-12
1042,87,High,10,24871,1.24,PKR,2026-05-12
1043,87,High,11,18119,1.18,PKR,2026-05-12
1044,87,Low,12,39369,1.23,PKR,2026-05-12
1045,88,Low,1,8675,1.47,PKR,2026-05-12
1046,88,Low,2,5231,1.16,PKR,2026-05-12
1047,88,High,3,21230,0.82,PKR,2026-05-12
1048,88,Medium,4,23074,0.98,PKR,2026-05-12
1049,88,Low,5,14089,1.15,PKR,2026-05-12
1050,88,Medium,6,46111,1.03,PKR,2026-05-12
1051,88,Low,7,39197,0.95,PKR,2026-05-12
1052,88,Medium,8,24817,1.37,PKR,2026-05-12
1053,88,High,9,22743,1.29,PKR,2026-05-12
1054,88,Low,10,35914,1.39,PKR,2026-05-12
1055,88,High,11,18196,1.44,PKR,2026-05-12
1056,88,High,12,16159,0.96,PKR,2026-05-12
1057,89,Medium,1,22104,0.91,PKR,2026-05-12
1058,89,High,2,32203,0.84,PKR,2026-05-12
1059,89,High,3,18696,0.86,PKR,2026-05-12
1060,89,High,4,42880,0.87,PKR,2026-05-12
1061,89,Medium,5,6580,0.83,PKR,2026-05-12
1062,89,Low,6,9590,1.03,PKR,2026-05-12
1063,89,High,7,8012,1.37,PKR,2026-05-12
1064,89,Medium,8,10301,1.1,PKR,2026-05-12
1065,89,Low,9,40880,1.09,PKR,2026-05-12
1066,89,High,10,29491,0.9,PKR,2026-05-12
1067,89,Medium,11,39872,1.12,PKR,2026-05-12
1068,89,High,12,22328,1.28,PKR,2026-05-12
1069,90,High,1,29737,1.07,PKR,2026-05-12
1070,90,High,2,5056,1.33,PKR,2026-05-12
1071,90,Medium,3,37648,1.07,PKR,2026-05-12
1072,90,Medium,4,35765,0.91,PKR,2026-05-12
1073,90,High,5,47373,0.82,PKR,2026-05-12
1074,90,High,6,8388,1.36,PKR,2026-05-12
1075,90,Medium,7,5571,1.42,PKR,2026-05-12
1076,90,Low,8,24049,1.33,PKR,2026-05-12
1077,90,Medium,9,36230,0.95,PKR,2026-05-12
1078,90,High,10,21599,1.32,PKR,2026-05-12
1079,90,Medium,11,13477,1.02,PKR,2026-05-12
1080,90,Medium,12,37818,1.38,PKR,2026-05-12
1081,91,High,1,42334,1.04,PKR,2026-05-12
1082,91,Medium,2,48677,0.84,PKR,2026-05-12
1083,91,Medium,3,9533,1.2,PKR,2026-05-12
1084,91,Medium,4,21907,1.01,PKR,2026-05-12
1085,91,High,5,24337,1.49,PKR,2026-05-12
1086,91,High,6,38972,0.94,PKR,2026-05-12
1087,91,Low,7,33638,1.09,PKR,2026-05-12
1088,91,High,8,5711,1.18,PKR,2026-05-12
1089,91,High,9,35351,1.21,PKR,2026-05-12
1090,91,High,10,48096,1.45,PKR,2026-05-12
1091,91,High,11,8834,0.92,PKR,2026-05-12
1092,91,Medium,12,44978,1.29,PKR,2026-05-12
1093,92,Medium,1,12733,1.12,PKR,2026-05-12
1094,92,High,2,10827,1.44,PKR,2026-05-12
1095,92,Low,3,32357,0.95,PKR,2026-05-12
1096,92,Low,4,6444,1.04,PKR,2026-05-12
1097,92,High,5,29288,1.22,PKR,2026-05-12
1098,92,High,6,45629,1.0,PKR,2026-05-12
1099,92,Low,7,15634,1.4,PKR,2026-05-12
1100,92,High,8,23046,1.47,PKR,2026-05-12
1101,92,High,9,12830,0.92,PKR,2026-05-12
1102,92,High,10,11735,1.15,PKR,2026-05-12
1103,92,Medium,11,48177,1.1,PKR,2026-05-12
1104,92,High,12,45903,1.13,PKR,2026-05-12
1105,93,Medium,1,16004,1.45,PKR,2026-05-12
1106,93,Medium,2,7150,1.29,PKR,2026-05-12
1107,93,Medium,3,25906,0.91,PKR,2026-05-12
1108,93,Low,4,36435,0.95,PKR,2026-05-12
1109,93,High,5,12892,1.41,PKR,2026-05-12
1110,93,Low,6,36145,0.88,PKR,2026-05-12
1111,93,High,7,5177,1.25,PKR,2026-05-12
1112,93,Medium,8,46513,1.24,PKR,2026-05-12
1113,93,Medium,9,33575,0.92,PKR,2026-05-12
1114,93,Low,10,18749,1.15,PKR,2026-05-12
1115,93,Low,11,36127,1.21,PKR,2026-05-12
1116,93,Medium,12,45691,0.94,PKR,2026-05-12
1117,94,High,1,44441,0.81,PKR,2026-05-12
1118,94,Low,2,42055,1.06,PKR,2026-05-12
1119,94,High,3,31348,1.27,PKR,2026-05-12
1120,94,Medium,4,35973,1.11,PKR,2026-05-12
1121,94,Medium,5,21621,1.47,PKR,2026-05-12
1122,94,Medium,6,27547,1.12,PKR,2026-05-12
1123,94,Medium,7,7454,0.86,PKR,2026-05-12
1124,94,Medium,8,16575,1.09,PKR,2026-05-12
1125,94,Low,9,21469,0.98,PKR,2026-05-12
1126,94,Low,10,35585,1.22,PKR,2026-05-12
1127,94,High,11,47231,1.02,PKR,2026-05-12
1128,94,Low,12,23792,1.09,PKR,2026-05-12
1129,95,High,1,11971,1.02,PKR,2026-05-12
1130,95,Medium,2,41924,0.95,PKR,2026-05-12
1131,95,High,3,12985,1.03,PKR,2026-05-12
1132,95,Low,4,35119,0.97,PKR,2026-05-12
1133,95,Low,5,22733,1.29,PKR,2026-05-12
1134,95,High,6,24231,1.29,PKR,2026-05-12
1135,95,Low,7,43729,1.27,PKR,2026-05-12
1136,95,High,8,28975,1.28,PKR,2026-05-12
1137,95,Medium,9,19259,0.97,PKR,2026-05-12
1138,95,Low,10,24441,0.86,PKR,2026-05-12
1139,95,Low,11,34114,1.26,PKR,2026-05-12
1140,95,High,12,7006,1.42,PKR,2026-05-12
1141,96,High,1,14033,1.18,PKR,2026-05-12
1142,96,Low,2,36904,1.18,PKR,2026-05-12
1143,96,Medium,3,8197,0.83,PKR,2026-05-12
1144,96,High,4,47024,0.93,PKR,2026-05-12
1145,96,High,5,35084,1.4,PKR,2026-05-12
1146,96,Medium,6,38466,0.84,PKR,2026-05-12
1147,96,Low,7,29712,1.13,PKR,2026-05-12
1148,96,High,8,39972,0.88,PKR,2026-05-12
1149,96,Low,9,9948,1.05,PKR,2026-05-12
1150,96,High,10,22922,1.49,PKR,2026-05-12
1151,96,Low,11,46561,1.03,PKR,2026-05-12
1152,96,High,12,11978,0.91,PKR,2026-05-12
1153,97,Low,1,43971,1.48,PKR,2026-05-12
1154,97,Low,2,22772,1.49,PKR,2026-05-12
1155,97,Low,3,22841,0.8,PKR,2026-05-12
1156,97,High,4,31029,0.84,PKR,2026-05-12
1157,97,Medium,5,41054,1.35,PKR,2026-05-12
1158,97,Low,6,30356,1.39,PKR,2026-05-12
1159,97,Medium,7,40018,1.12,PKR,2026-05-12
1160,97,Medium,8,47028,1.0,PKR,2026-05-12
1161,97,Medium,9,41256,0.89,PKR,2026-05-12
1162,97,Low,10,30146,0.81,PKR,2026-05-12
1163,97,High,11,35317,1.0,PKR,2026-05-12
1164,97,High,12,43810,1.11,PKR,2026-05-12
1165,98,Medium,1,30346,1.35,PKR,2026-05-12
1166,98,Medium,2,16539,1.18,PKR,2026-05-12
1167,98,High,3,37969,0.81,PKR,2026-05-12
1168,98,Medium,4,7864,1.15,PKR,2026-05-12
1169,98,Medium,5,10412,0.85,PKR,2026-05-12
1170,98,Medium,6,44195,1.05,PKR,2026-05-12
1171,98,Medium,7,16916,1.45,PKR,2026-05-12
1172,98,High,8,48017,1.33,PKR,2026-05-12
1173,98,High,9,27678,1.09,PKR,2026-05-12
1174,98,Medium,10,26947,1.2,PKR,2026-05-12
1175,98,Medium,11,34921,1.39,PKR,2026-05-12
1176,98,High,12,36658,1.27,PKR,2026-05-12
1177,99,Low,1,35163,0.82,PKR,2026-05-12
1178,99,High,2,9412,1.49,PKR,2026-05-12
1179,99,Low,3,5657,0.87,PKR,2026-05-12
1180,99,Low,4,22492,0.96,PKR,2026-05-12
1181,99,Low,5,13402,1.14,PKR,2026-05-12
1182,99,High,6,28823,1.44,PKR,2026-05-12
1183,99,Medium,7,35731,1.43,PKR,2026-05-12
1184,99,Medium,8,16105,1.05,PKR,2026-05-12
1185,99,Low,9,6951,1.33,PKR,2026-05-12
1186,99,Low,10,46047,1.47,PKR,2026-05-12
1187,99,Low,11,32870,1.02,PKR,2026-05-12
1188,99,Low,12,40737,1.21,PKR,2026-05-12
1189,100,High,1,41045,1.29,PKR,2026-05-12
1190,100,Medium,2,48677,1.0,PKR,2026-05-12
1191,100,High,3,48027,1.06,PKR,2026-05-12
1192,100,High,4,21047,0.86,PKR,2026-05-12
1193,100,Medium,5,48491,1.12,PKR,2026-05-12
1194,100,High,6,30608,1.26,PKR,2026-05-12
1195,100,Medium,7,17075,1.49,PKR,2026-05-12
1196,100,High,8,6462,0.95,PKR,2026-05-12
1197,100,Low,9,34787,1.02,PKR,2026-05-12
1198,100,High,10,16628,1.02,PKR,2026-05-12
1199,100,High,11,5055,1.15,PKR,2026-05-12
1200,100,High,12,8279,1.03,PKR,2026-05-12
