WeatherID,DestinationID,Month,AvgTemp,MaxTemp,MinTemp,Rainfall,Humidity,WindSpeed,BestForTourism
1027,86,Jul,21,31,14,119.2,36,9.7,No
1028,86,Aug,27,26,23,313.1,48,24.0,Yes
1029,86,Sep,16,43,10,230.8,44,10.6,No
1030,86,Oct,22,42,21,165.2,53,6.7,No
1031,86,Nov,18,31,9,74.3,58,15.1,No
1032,86,Dec,34,26,22,283.3,47,15.5,No
1033,87,Jan,17,31,5,257.3,50,27.0,Yes
1034,87,Feb,15,37,18,71.9,41,5.4,Yes
1035,87,Mar,17,42,8,221.9,32,13.9,No
1036,87,Apr,31,30,19,420.6,37,29.3,No
1037,87,May,21,35,19,451.6,72,19.6,Yes
1038,87,Jun,25,41,19,46.5,45,21.6,No
1039,87,Jul,18,35,22,476.7,46,11.3,No
1040,87,Aug,28,31,14,370.1,59,5.2,Yes
1041,87,Sep,17,26,10,213.3,68,17.7,Yes
1042,87,Oct,17,33,12,315.8,40,23.8,Yes
1043,87,Nov,18,28,14,193.4,52,25.1,Yes
1044,87,Dec,21,41,24,494.7,45,17.3,Yes
1045,88,Jan,29,25,14,186.1,75,14.0,No
1046,88,Feb,21,37,14,374.7,35,14.0,No
1047,88,Mar,34,44,18,312.0,36,23.0,Yes
1048,88,Apr,16,38,14,119.8,47,27.1,Yes
1049,88,May,19,44,14,300.8,42,14.2,Yes
1050,88,Jun,29,36,14,147.7,72,9.2,Yes
1051,88,Jul,25,30,5,197.5,66,19.9,Yes
1052,88,Aug,21,26,5,362.7,54,19.6,No
1053,88,Sep,17,34,15,58.5,63,17.6,Yes
1054,88,Oct,20,25,5,393.1,79,17.3,No
1055,88,Nov,30,29,20,108.7,60,29.7,No
1056,88,Dec,15,43,14,8.8,75,23.3,Yes
1057,89,Jan,19,41,22,222.2,38,16.0,Yes
1058,89,Feb,15,39,14,390.5,65,18.5,Yes
1059,89,Mar,17,41,17,196.6,66,10.7,Yes
1060,89,Apr,31,29,10,372.0,62,28.0,No
1061,89,May,17,26,21,15.1,66,10.4,No
1062,89,Jun,15,28,11,417.8,47,25.4,No
1063,89,Jul,30,42,20,70.2,51,6.3,Yes
1064,89,Aug,16,31,21,109.1,73,16.9,Yes
1065,89,Sep,33,36,13,291.6,31,27.0,Yes
1066,89,Oct,30,41,6,218.5,69,9.0,Yes
1067,89,Nov,32,26,23,387.4,54,12.3,Yes
1068,89,Dec,26,40,16,264.1,40,9.1,No
1069,90,Jan,23,36,10,193.6,61,20.7,Yes
1070,90,Feb,24,42,16,487.9,62,12.9,Yes
1071,90,Mar,16,33,16,35.2,48,28.1,Yes
1072,90,Apr,28,35,24,403.1,61,20.2,Yes
1073,90,May,31,42,16,73.4,77,7.7,No
1074,90,Jun,18,31,5,36.3,49,18.5,No
1075,90,Jul,22,34,5,473.3,61,29.8,No
1076,90,Aug,24,43,20,69.7,77,16.6,Yes
1077,90,Sep,25,30,19,492.8,44,10.1,No
1078,90,Oct,28,40,17,260.9,64,5.5,No
1079,90,Nov,28,44,19,308.1,44,22.5,No
1080,90,Dec,15,33,7,177.8,45,18.2,Yes
1081,91,Jan,22,30,24,42.9,37,28.0,No
1082,91,Feb,17,39,10,404.6,62,20.1,Yes
1083,91,Mar,27,41,22,424.9,61,6.9,Yes
1084,91,Apr,28,39,16,240.4,45,26.3,No
1085,91,May,30,29,9,139.7,79,15.2,Yes
1086,91,Jun,17,41,22,196.7,75,19.9,Yes
1087,91,Jul,16,31,19,396.0,44,23.1,Yes
1088,91,Aug,32,28,13,197.1,78,20.8,Yes
1089,91,Sep,34,32,19,425.0,44,14.0,Yes
1090,91,Oct,27,40,15,44.4,67,22.8,Yes
1091,91,Nov,31,25,9,184.3,77,7.7,No
1092,91,Dec,27,34,24,385.3,50,8.8,Yes
1093,92,Jan,33,44,21,352.3,71,18.8,No
1094,92,Feb,18,44,20,439.3,38,25.2,Yes
1095,92,Mar,18,43,8,26.6,30,7.7,Yes
1096,92,Apr,26,42,18,48.8,47,6.7,Yes
1097,92,May,22,27,22,52.8,50,23.3,Yes
1098,92,Jun,34,31,20,465.8,54,21.0,No
1099,92,Jul,23,36,17,248.8,34,24.6,Yes
1100,92,Aug,18,40,9,419.2,67,26.2,No
1101,92,Sep,22,41,22,392.5,41,23.4,Yes
1102,92,Oct,26,35,17,316.3,54,14.0,Yes
1103,92,Nov,27,34,21,304.3,74,15.6,Yes
1104,92,Dec,24,44,20,409.0,42,20.2,Yes
1105,93,Jan,20,31,15,234.0,73,28.8,Yes
1106,93,Feb,19,40,10,303.4,38,21.0,Yes
1107,93,Mar,32,43,16,45.4,39,17.2,Yes
1108,93,Apr,20,29,20,131.3,63,8.6,No
1109,93,May,30,31,11,119.4,67,25.9,No
1110,93,Jun,28,30,10,200.3,47,10.0,Yes
1111,93,Jul,15,42,19,430.9,49,27.0,No
1112,93,Aug,34,34,17,405.3,30,26.9,No
1113,93,Sep,17,26,10,242.9,32,17.7,Yes
1114,93,Oct,19,42,19,295.6,49,28.8,Yes
1115,93,Nov,31,32,17,141.0,54,5.4,Yes
1116,93,Dec,20,44,11,476.5,78,21.0,Yes
1117,94,Jan,26,28,14,199.2,60,13.5,No
1118,94,Feb,29,25,17,50.4,44,29.7,No
1119,94,Mar,17,38,24,175.7,32,24.3,Yes
1120,94,Apr,22,26,20,153.5,39,15.9,No
1121,94,May,21,30,5,270.7,74,9.0,Yes
1122,94,Jun,15,27,19,200.7,52,17.7,Yes
1123,94,Jul,18,44,24,205.5,57,22.4,No
1124,94,Aug,25,41,13,23.0,36,23.2,Yes
1125,94,Sep,30,36,16,496.1,34,19.4,Yes
1126,94,Oct,31,33,17,59.9,45,24.1,Yes
1127,94,Nov,33,36,8,297.7,57,24.5,Yes
1128,94,Dec,18,31,18,408.1,50,7.6,Yes
1129,95,Jan,24,39,24,486.0,53,25.9,No
1130,95,Feb,32,29,17,264.9,30,13.8,Yes
1131,95,Mar,33,44,16,55.9,76,9.3,No
1132,95,Apr,30,38,11,98.8,65,23.1,Yes
1133,95,May,17,28,17,305.4,63,11.4,Yes
1134,95,Jun,24,26,10,61.6,31,28.9,Yes
1135,95,Jul,30,38,14,80.7,71,11.7,Yes
1136,95,Aug,31,38,9,204.1,76,8.1,Yes
1137,95,Sep,28,28,13,408.7,42,21.6,Yes
1138,95,Oct,17,41,5,86.7,65,9.4,No
1139,95,Nov,19,40,12,371.6,69,5.7,Yes
1140,95,Dec,25,30,20,26.8,51,10.5,No
1141,96,Jan,26,42,22,286.5,31,26.5,No
1142,96,Feb,25,36,8,313.1,78,26.1,Yes
1143,96,Mar,34,31,14,461.4,53,29.9,Yes
1144,96,Apr,28,38,24,470.9,52,9.2,No
1145,96,May,27,36,23,347.1,63,7.0,No
1146,96,Jun,17,34,9,337.4,36,28.9,Yes
1147,96,Jul,20,36,10,27.6,39,16.4,No
1148,96,Aug,17,29,12,145.6,60,28.0,No
1149,96,Sep,30,30,15,390.4,59,7.2,Yes
1150,96,Oct,29,31,22,74.2,63,28.1,No
1151,96,Nov,24,44,19,192.6,74,27.6,No
1152,96,Dec,16,37,5,231.5,51,5.5,Yes
1153,97,Jan,20,44,16,346.8,79,25.2,No
1154,97,Feb,25,39,13,426.0,54,21.5,No
1155,97,Mar,31,42,19,244.7,39,25.5,No
1156,97,Apr,16,43,18,420.3,30,21.9,Yes
1157,97,May,34,29,7,322.2,71,20.5,Yes
1158,97,Jun,21,43,11,358.4,52,19.3,Yes
1159,97,Jul,16,42,8,300.6,65,6.7,No
1160,97,Aug,23,41,24,469.1,31,13.0,No
1161,97,Sep,29,31,8,216.9,78,17.3,Yes
1162,97,Oct,23,34,23,320.6,46,23.3,Yes
1163,97,Nov,21,40,13,91.5,69,25.0,Yes
1164,97,Dec,33,31,24,369.3,67,9.3,No
1165,98,Jan,19,36,5,16.5,76,19.9,No
1166,98,Feb,25,34,6,363.9,52,28.4,No
1167,98,Mar,27,39,6,297.4,69,15.1,Yes
1168,98,Apr,15,32,14,171.0,70,19.5,No
1169,98,May,25,38,7,268.4,77,10.2,Yes
1170,98,Jun,21,41,24,164.9,73,12.6,No
1171,98,Jul,33,29,15,337.1,57,16.3,Yes
1172,98,Aug,20,35,18,253.9,69,22.5,No
1173,98,Sep,34,31,8,246.2,75,21.6,Yes
1174,98,Oct,26,43,9,422.3,69,7.1,No
1175,98,Nov,34,36,24,467.2,50,25.2,Yes
1176,98,Dec,22,44,12,29.4,32,15.6,Yes
1177,99,Jan,24,29,15,122.4,64,10.5,Yes
1178,99,Feb,26,40,18,397.0,56,24.2,Yes
1179,99,Mar,29,44,24,358.2,38,6.6,Yes
1180,99,Apr,15,35,9,473.1,74,21.9,No
1181,99,May,23,30,24,209.9,69,14.7,No
1182,99,Jun,27,29,20,490.5,77,8.2,No
1183,99,Jul,23,40,5,17.8,66,12.6,No
1184,99,Aug,22,43,22,68.9,44,27.5,Yes
1185,99,Sep,19,42,12,375.3,52,9.0,Yes
1186,99,Oct,16,43,20,456.8,31,7.4,Yes
1187,99,Nov,20,30,13,39.3,50,24.1,Yes
1188,99,Dec,20,28,11,497.5,49,25.3,Yes
1189,100,Jan,15,39,7,205.2,30,15.9,No
1190,100,Feb,23,42,16,471.2,59,27.4,No
1191,100,Mar,22,30,8,417.1,42,6.3,No
1192,100,Apr,30,36,6,68.7,59,23.3,Yes
1193,100,May,20,41,21,6.6,55,22.5,Yes
1194,100,Jun,27,38,11,391.6,47,21.0,Yes
1195,100,Jul,27,28,17,101.4,37,8.5,No
1196,100,Aug,29,28,10,41.2,51,15.7,Yes
1197,100,Sep,23,40,11,330.1,67,24.9,Yes
1198,100,Oct,29,25,19,143.0,45,17.8,No
1199,100,Nov,26,31,9,184.0,60,9.1,Yes
1200,100,Dec,29,32,15,280.3,54,15.8,No
